,OTU00002,OTU00003,OTU00004,OTU00005,OTU00006,OTU00008,OTU00009,OTU00010,OTU00011,OTU00012,OTU00013,OTU00014,OTU00015,OTU00016,OTU00017,OTU00018,OTU00019,OTU00021,OTU00022,OTU00023,OTU00024,OTU00028,OTU00030,OTU00032,OTU00034,OTU00035,OTU00036,OTU00037,OTU00039,OTU00041,OTU00042,OTU00043,OTU00044,OTU00045,OTU00047,OTU00048,OTU00049,OTU00050,OTU00052,OTU00054,OTU00055,OTU00056,OTU00057,OTU00058,OTU00059,OTU00060,OTU00061,OTU00062,OTU00064,OTU00065,OTU00067,OTU00070,OTU00071,OTU00072,OTU00077,OTU00078,OTU00079,OTU00081,OTU00085,OTU00086,OTU00090,OTU00092,OTU00094,OTU00096,OTU00097,OTU00101,OTU00103,OTU00111,OTU00112,OTU00121,OTU00123,OTU00124,OTU00126,OTU00129,OTU00132,OTU00136,OTU00137,OTU00152,OTU00155,OTU00158,OTU00162,OTU00165,OTU00171,OTU00188,OTU00196,OTU00198,OTU00226,OTU00309,OTU00311
S106,557774.6279,90578.78573,228830.6166,100113.3948,1444493.267,238365.2256,1203744.389,174006.6147,2302608.079,221679.6599,433824.7106,52440.34964,617365.9343,107264.3515,143019.1354,1937909.284,3351415.072,2383.652256,219296.0076,40522.08835,64358.61091,28603.82707,57207.65415,219296.0076,71509.56768,157321.0489,52440.34963,28603.82707,33371.13159,338478.6204,42905.74061,57207.65414,9534.609024,30987.47933,42905.74061,14301.91354,21452.8703,50056.69738,300340.1842,21452.8703,71509.56768,35754.78384,1253801.087,16685.56579,21452.8703,19069.21805,14301.91354,7150.956768,45289.39286,21452.8703,50056.69738,7150.956768,2383.652256,92962.43799,38138.4361,30987.47933,16685.56579,23836.52256,30987.47933,35754.78384,11918.26128,4767.304512,2383.652256,195459.485,81044.17671,2383.652256,4767.304512,7150.956768,510101.5828,28603.82707,9534.609024,4767.304512,2383.652256,26220.17482,81044.17671,16685.56579,0,33371.13158,4767.304512,2383.652256,0,2383.652256,11918.26128,2383.652256,0,0,7150.956768,7150.956768,0
S107,507928.22,29159.57198,238005.1551,61471.53011,196630.0867,46103.64758,537875.8885,62259.62665,101270.4054,61077.48184,327060.064,59895.33703,77233.46091,26795.28236,144221.6668,25219.08928,78809.65399,788.0965399,10245.25502,57136.99914,19308.36523,0,55560.80606,62259.62665,23248.84793,3152.38616,2758.33789,23248.84793,2758.33789,7092.868859,31523.8616,21278.60658,2364.28962,18520.26869,788.0965399,10639.30329,26007.18582,5122.627509,32311.95814,0,33494.10294,4728.579239,22854.79966,26401.23409,0,17732.17215,8669.061939,788.0965399,16550.02734,33494.10294,19702.4135,394.0482699,1576.19308,5122.627509,0,14185.73772,14579.78599,15367.88253,788.0965398,26401.23409,5122.627509,16550.02734,788.0965398,40192.92354,13003.59291,1182.14481,3546.43443,2364.28962,16944.07561,10639.30329,0,3940.482699,7880.965399,394.0482699,7092.868859,34676.24775,394.0482699,13003.59291,0,394.0482699,1970.24135,0,0,1970.24135,0,0,394.0482699,1576.19308,0
S108,441019.8676,41664.97858,33803.66186,197319.0495,523563.693,80185.43047,471679.0027,234267.238,246059.2131,314452.6685,96694.19556,105341.6439,147792.7542,15722.63343,189457.7328,188671.6011,396996.4939,1572.263342,18867.16011,7861.316712,17294.89676,3144.526685,62890.5337,77040.90378,7861.316712,18867.16011,6289.053369,55029.21699,14150.37008,65248.92871,27514.60849,55029.21699,786.1316712,3930.658356,8647.448383,17294.89677,7075.185041,15722.63342,44023.37359,786.1316712,20439.42345,21225.55512,88046.74717,22011.68679,6289.05337,42451.11025,11005.8434,0,22797.81847,64462.79704,3144.526685,1572.263342,5502.921699,8647.448383,2358.395014,1572.263342,1572.263342,13364.23841,11005.8434,9433.580055,1572.263342,6289.053369,786.1316712,14936.50175,19653.29178,1572.263342,6289.053369,2358.395014,51884.69029,22011.68679,3930.658356,3144.526685,1572.263342,2358.395014,3930.658356,53456.95364,0,31445.26685,786.1316712,3930.658356,0,1572.263342,1572.263342,2358.395013,786.1316712,1572.263342,0,786.1316712,1572.263342
S109,99665.20979,109367.1329,177280.5944,142882.8671,408362.7623,200212.4126,220498.2518,204622.3776,251368.007,68795.45455,19403.84615,64385.48951,285765.7343,184336.5384,113777.0979,31751.74825,22931.81819,0,25577.7972,73205.41958,64385.48951,944614.5105,46745.62937,32633.74126,66149.47553,34397.72728,23813.81119,29987.76224,31751.74825,85553.32168,6173.951049,159640.7342,2645.979021,44981.64336,31751.74825,6173.951049,41453.67133,2645.979021,22049.82518,11465.90909,7055.944056,57329.54546,15875.87413,64385.48951,1763.986014,27341.78322,3527.972028,724116.2588,20285.83916,41453.67133,7937.937063,881.993007,3527.972028,16757.86713,769979.8952,40571.67832,40571.67833,26459.79021,2645.979021,29987.76224,48509.61539,24695.8042,2645.979021,5291.958042,14111.88811,0,14993.88112,881.993007,7937.937063,9701.923077,90845.27972,7055.944056,1763.986014,44981.64335,20285.83916,16757.86713,881.993007,18521.85315,130534.9651,0,8819.93007,70559.44056,37925.6993,0,69677.44756,57329.54545,0,881.993007,149056.8181
S110,209908.6196,98088.13999,149747.8937,391698.639,706234.6078,122283.2146,224294.8801,269415.4245,376658.4575,77816.59105,13078.41866,159556.7077,258298.7686,224948.801,206639.0149,49044.07,64084.25146,0,22887.23266,35965.65133,92856.77252,680731.6915,48390.14906,39235.25599,18309.78613,29426.442,11770.5768,55583.27933,33349.9676,34657.80946,14386.26053,68007.77706,7193.130266,14386.26053,14386.26053,6539.209332,12424.49773,5231.367466,69315.61893,2615.683733,17001.94426,193560.5963,41197.01879,13078.41866,2615.683733,37927.41413,12424.49773,190290.9916,21579.39079,118359.6889,18963.70706,653.9209332,5885.288399,8500.972132,287725.2106,8500.972132,7847.051198,26810.75826,3269.604666,7847.051199,7193.130265,3923.525599,0,24195.07453,15040.18147,2615.683733,10462.73493,2615.683733,21579.3908,16348.02334,94818.53532,13732.33959,0,39889.17693,27464.6792,11770.5768,653.9209332,28118.60013,49044.06999,653.9209332,3269.604666,75200.90732,83701.87945,653.9209332,50351.91186,74546.98639,3269.604666,1961.7628,6539.209332
S111,150089.8119,103363.7384,249205.7255,236462.2509,1343728.6,222302.8347,249205.7255,277524.558,1394702.498,151505.7536,128850.6876,65133.31462,853812.7982,378056.4132,87788.38058,76460.8476,154337.6369,0,29734.77407,82124.61409,174160.8195,1830812.517,84956.49733,55221.72327,41062.30704,65133.31462,12743.4746,43894.19029,45310.13191,92036.20545,9911.591355,157169.5201,9911.591356,28318.83244,42478.24866,9911.591356,38230.4238,0,53805.78164,4247.824867,24071.00758,145841.987,120355.0379,31150.71569,2831.883244,39646.36542,9911.591356,471508.5602,32566.65731,2831.883244,14159.41622,1415.941622,4247.824867,15575.35784,573456.3571,11327.53298,24071.00758,29734.77407,4247.824866,21239.12433,14159.41622,9911.591355,0,19823.18271,25486.9492,2831.883244,12743.4746,2831.883244,53805.78164,12743.4746,179824.586,31150.71569,0,1001070.727,111859.3882,5663.766489,9911.591355,38230.4238,109027.5049,1415.941622,0,176992.7027,348321.6391,2831.883244,209559.36,181240.5277,5663.766489,1415.941622,19823.18271
S112,460730.5936,520454.9298,240603.7544,348107.5596,356639.6076,438547.2688,515335.7009,334456.2828,426602.4015,206475.5623,46073.05936,163815.3221,85320.4803,180879.4182,273025.5369,8532.04803,5119.228818,0,1097221.377,56311.517,63137.15542,858324.0318,146751.2261,56311.517,40953.83054,17064.09606,1068212.413,199649.9239,64843.56503,141631.9973,23889.73448,447079.3167,11944.86724,27302.5537,46073.05937,85320.4803,17064.09606,8532.04803,37541.01133,791774.0571,29008.9633,61430.74581,22183.32487,252548.6216,261080.6697,56311.51699,23889.73449,191117.8758,95558.93793,52898.69778,20476.91527,18770.50567,6825.638424,588711.3141,447079.3168,13651.27685,35834.60173,162108.9126,119448.6724,64843.56503,18770.50567,10238.45764,3412.819212,35834.60173,22183.32488,10238.45764,64843.56503,11944.86724,15357.68645,40953.83054,98971.75715,11944.86724,18770.50567,69962.79385,10238.45764,46073.05936,1706.409606,44366.64975,68256.38424,3412.819212,0,80201.25148,83614.07069,1706.409606,66549.97463,114329.4436,3412.819212,3412.819212,13651.27685
S113,146033.6899,63248.70516,118927.102,37851.5417,249331.7683,96704.58396,169477.2254,62760.29818,46887.07101,47619.6815,19536.27959,36386.32073,53236.36188,93774.14202,89378.47911,1465.220969,6837.697855,488.4069897,3174.645433,35165.30325,42247.20461,0,39316.76267,16361.63415,23199.33201,2686.238443,2197.831453,36386.32073,3174.645433,4639.866403,8302.918825,32723.26831,1953.627959,13186.98872,1465.220969,27350.79142,15629.02367,11965.97125,9279.732804,244.2034948,9523.936299,1465.220969,7081.901351,45421.85004,488.4069897,11721.76775,7326.104846,0,22710.92502,61295.0772,7570.30834,1953.627959,4151.459412,1953.627959,0,6837.697856,12698.58173,22466.72153,1221.017474,9768.139794,7814.511835,8302.918824,11233.36076,8791.325814,2930.441938,7570.308341,976.8139793,13919.5992,3174.645433,10012.34329,0,4884.069897,3418.848928,0,6593.494361,23443.53551,244.2034948,17094.24464,0,2686.238444,1221.017474,0,0,488.4069897,0,0,0,732.6104845,0
S114,852938.3536,329629.0144,111738.6489,84735.14211,266310.4467,495374.677,869699.151,261654.6696,184368.7708,121981.3584,40039.68254,80079.36508,22347.72979,111738.6489,311937.0616,1862.310816,13967.33112,0,6518.087855,35383.9055,25141.19602,0,184368.7707,83803.98671,14898.48653,2793.466224,7449.243263,125705.9801,9311.554079,9311.554079,43764.30417,148053.7099,13036.17571,18623.10816,7449.243263,165745.6626,8380.398671,17691.95275,47488.9258,0,52144.70284,3724.621632,11173.8649,612700.2584,0,45626.61498,15829.64194,0,136879.845,41901.99336,9311.554079,4655.777039,13967.33112,5586.932448,0,5586.932447,7449.243264,113600.9598,1862.310816,19554.26357,4655.77704,6518.087856,8380.398671,78217.05427,7449.243264,39108.52713,1862.310816,31659.28387,4655.77704,40970.83795,0,3724.621632,13967.33112,0,5586.932448,74492.43263,0,70767.811,0,4655.77704,19554.26357,0,0,0,0,0,2793.466224,5586.932447,0
S115,555332.7013,240436.1808,224212.9782,184694.9208,488359.9934,116058.2949,288689.8087,107738.7038,14975.26385,7903.611478,45341.77111,201750.0825,15807.22296,54909.3008,106906.7447,2079.897757,17055.16161,1663.918206,70300.54419,73628.38061,29534.54815,831.9591029,46173.73021,26622.69129,43677.8529,14975.26385,44509.81201,22878.87533,17887.12071,7487.631926,19135.05937,29534.54815,9983.509235,23294.85488,5407.734169,17887.12071,39934.03694,7071.652375,35774.24142,9983.509235,12063.40699,8319.59103,8735.570581,24542.79353,1247.938654,58237.1372,22878.87533,0,32862.38457,8735.57058,14143.30475,6655.672823,2495.877309,39102.07784,415.9795515,16223.20251,21630.93668,23710.83443,20382.99802,5823.71372,9567.529684,8735.570581,9151.550132,17887.12071,6239.693272,2911.85686,12895.3661,10399.48879,5407.734169,12479.38654,2495.877309,4159.795515,6655.672823,0,6239.693272,1247.938654,3743.815963,19135.05937,0,4159.795515,7903.611478,831.9591029,415.9795515,415.9795515,0,415.9795515,0,1663.918206,0
S116,50129.72675,142034.2257,33618.74531,20688.45866,473845.2742,52119.00162,76984.9375,97275.54119,18699.18379,2188.202358,5371.042151,33220.89035,11338.86676,116173.6524,28844.48563,1790.347384,2983.912306,2784.984819,2784.984819,4973.187177,66441.78069,6365.679587,27849.84819,7559.244509,7161.389535,5967.824613,795.7099483,15118.48902,5768.897126,3580.694768,5371.042151,14322.77907,2586.057332,2983.912306,10941.01179,24667.0084,3580.694767,1193.564923,9548.51938,994.6374354,4177.477229,3580.694768,1790.347384,3381.76728,0,12731.35917,2586.057332,397.8549742,15317.41651,4177.477229,7559.244509,1193.564923,3580.694767,397.8549742,3580.694768,2586.057332,2983.912306,20688.45866,596.7824613,397.8549742,1193.564923,795.7099484,10742.0843,7559.244509,2586.057332,2784.984819,1193.564923,10543.15682,3381.767281,7161.389536,1989.274871,7957.099484,198.9274871,0,12532.43169,0,12930.28666,10344.22933,397.8549742,0,4376.404716,1193.564923,795.7099483,0,198.9274871,1591.419897,0,795.7099483,596.7824613
S117,1187150.467,424538.7169,207206.0527,110613.7574,355210.376,196300.4709,609154.636,144109.4727,8568.671351,11684.55184,222006.485,165141.666,8568.671351,90360.53424,179942.0983,0,8568.671351,1557.940246,19474.25307,38948.50614,56864.81896,0,98150.23547,54527.90859,29600.86467,8568.671351,10126.6116,102824.0562,11684.55184,4673.820737,46738.20737,21032.19332,65433.49031,19474.25307,3115.880492,118403.4587,29600.86467,9347.641473,37390.5659,0,36611.59577,3115.880491,9347.641474,47517.17749,0,82570.83301,39727.47626,0,70886.28117,6231.760982,14021.46221,11684.55184,17916.31283,12463.52196,0,10905.58172,10905.58172,105160.9666,2336.910368,6231.760982,0,17916.31282,39727.47626,43622.32687,13242.49209,15579.40246,1557.940246,45959.23724,6231.760982,25706.01405,0,7010.731105,34274.6854,0,10126.6116,1557.940246,11684.55184,34274.6854,0,21811.16343,20253.22319,0,0,3894.850614,0,0,0,1557.940246,0
S118,602252.0027,236403.662,497723.9053,32816.96079,303860.7481,114859.3628,424797.3257,98450.88237,7900.379449,4254.050473,1307208.938,70495.69355,1215.442992,96627.71788,103920.3758,607.7214961,1215.442992,3038.607481,4254.050473,88119.61694,60164.42812,0,71711.13654,35855.56827,61379.87111,3646.328976,2430.885984,66849.36457,7900.379449,3038.607481,30993.79631,32816.96078,41932.78324,41325.06174,5469.493465,71711.13654,58948.98513,10938.98693,13369.87291,0,21877.97386,0,607.7214961,15800.7589,607.7214961,41932.78323,40109.61874,0,48009.9982,8508.100946,22485.69535,9115.822442,24916.58134,5469.493465,0,19447.08788,27955.18882,83865.56646,1215.442992,7292.657953,6684.936457,21877.97386,46186.83371,18839.36638,6684.936457,19447.08788,13977.59441,55910.37764,3038.607481,17623.92339,0,9115.822442,82042.40197,0,16408.48039,1215.442992,5469.493465,34032.40379,0,24308.85984,34032.40379,0,0,3646.328977,0,0,0,1215.442992,0
S119,309766.7751,321409.4898,206746.3897,23991.04864,92788.9087,67386.62191,310119.5846,47629.28774,1764.047694,1058.428616,143240.6727,69503.47915,0,48334.90681,54685.47852,0,705.6190776,2469.666772,9525.857547,56449.52621,47629.28773,0,46570.85913,25402.28679,37397.81111,3528.095388,3880.904927,33869.71572,7409.000315,705.6190776,19404.52464,11995.52432,59624.81206,13759.57201,2469.666772,55743.90713,30694.42988,4233.714466,17287.6674,1411.238155,20815.76279,352.8095388,0,10937.0957,705.6190776,42689.9542,26460.71541,0,26107.90587,1058.428616,11289.90525,10584.28616,51863.0022,6350.571699,705.6190776,9878.667086,18698.90556,62447.28837,4586.524004,705.6190776,1058.428616,8114.619392,67386.62191,21874.19141,7761.809854,17287.6674,5997.76216,17993.28648,0,9878.667087,352.8095388,12701.14339,26813.52494,0,8114.619393,0,13759.57201,26107.90587,0,17993.28648,25755.09633,0,0,3175.285849,0,0,352.8095388,705.6190776,352.8095388
S120,323254.0802,428565.7868,176874.8741,16264.35624,119949.6272,113037.2758,313088.8575,37408.01934,2033.04453,0,157764.2555,63837.59822,1219.826718,91893.61274,48793.06871,406.6089059,1626.435624,20330.4453,8945.39593,60991.33588,104905.0977,7318.960306,61804.5537,41474.1084,37408.01935,5692.524682,3659.480153,46353.41528,14231.31171,2033.04453,28869.23232,16670.96514,91893.61273,25616.36107,4472.697965,59364.90026,31715.49466,4472.697965,21143.6631,0,26429.57888,2033.04453,3252.871248,17484.18295,0,76035.86541,9352.004836,3252.871247,37814.62825,406.6089059,12198.26717,23989.92545,43100.54402,5285.915777,25616.36107,15044.52952,16264.35624,84168.04352,4879.306871,813.2178118,2439.653436,15857.74733,51639.33105,17890.79186,6912.351401,11791.65827,6505.742495,25616.36107,406.6089059,19110.61858,9352.004836,13011.48499,4066.089059,2846.262341,8945.39593,0,24803.14326,18297.40077,2439.653435,5692.524683,48793.06871,1219.826718,5285.915776,4472.697965,3252.871247,6912.351401,406.6089059,2033.04453,813.2178118
S121,797549.4022,327520.2875,224388.8992,64378.9878,120007.4336,26251.62609,336895.8682,87505.42031,3125.193582,0,23751.47123,125632.782,1250.077433,93755.80748,43127.67143,0,625.0387165,2500.154866,11250.6969,43127.67144,69379.29753,0,65629.06523,30001.85839,36252.24556,16251.00662,3125.193583,61878.83293,8125.503314,0,36252.24556,10000.61946,110006.8141,12500.77433,8125.503314,29376.81967,26876.66481,4375.271016,57503.56191,1250.077433,15625.96791,1250.077433,0,6250.387165,1250.077433,146259.0597,34377.12941,625.0387165,37502.32299,1875.11615,25626.58738,10000.61946,45002.78759,8125.503314,1875.11615,10000.61946,18126.12278,33127.05197,2500.154866,625.0387165,8750.542031,8750.542031,3125.193583,43752.71016,5625.348448,31876.97454,3750.232299,4375.271015,3125.193582,35627.20684,0,25626.58737,55628.44577,0,24376.50995,0,31251.93583,31876.97454,625.0387165,18751.1615,5625.348448,0,0,2500.154866,0,1250.077433,3750.232299,0,0
S122,423572.4215,285721.0374,196358.0762,12021.92303,30054.80758,24845.3076,129035.3072,38069.42293,0,400.7307677,26848.96144,63315.4613,0,74936.65356,23242.38453,0,400.7307677,6411.692284,15628.49994,42477.46137,40073.07677,43679.65368,36867.23063,18032.88455,31657.73065,2003.653839,3606.576909,65719.84591,17231.42301,0,12422.6538,16029.23071,40073.07677,16029.23071,7613.884586,26448.23067,27249.6922,3205.846142,12823.38457,8014.615354,7613.884586,1202.192303,0,4007.307677,3606.57691,45683.30751,20437.26915,24845.3076,12422.6538,2805.115374,11621.19227,8415.346122,42477.46138,10819.73073,45683.30753,10018.26919,21639.46146,28051.15374,16830.69225,0,18834.34608,11621.19226,1202.192303,5209.499981,2805.115374,17632.15378,14426.30763,16029.23071,801.4615354,15227.76917,9216.807657,12422.6538,10819.73073,801.4615354,12823.38457,0,8816.07689,20837.99992,6010.961516,14827.03841,64918.38437,2003.653839,1202.192303,1602.923071,801.4615354,9216.807657,801.4615354,400.7307677,400.7307677
S123,337896.4369,229144.3357,219167.0787,14300.73502,71171.0999,39576.45275,427691.7499,31594.64715,3325.752332,332.5752332,251094.3011,30264.34623,332.5752332,42237.05461,23945.41679,0,332.5752332,0,5653.778964,52879.46208,36250.70042,0,45230.23171,14300.73503,43899.93078,6318.929431,4656.053265,29931.77099,5653.778964,665.1504664,9977.256996,8314.38083,38911.30228,20952.23969,3658.327566,33590.09855,27936.31959,3990.902798,23280.26633,0,8314.38083,332.5752332,0,3658.327565,997.7256996,30596.92145,11640.13316,0,13635.58456,0,15631.03596,8314.38083,28934.04529,2993.177099,0,9977.256996,17626.48736,29599.19576,1330.300933,332.5752332,997.7256996,18956.78829,10974.9827,9312.10653,4656.053264,17626.48736,5653.778964,53544.61254,1330.300933,13635.58456,0,7981.805597,10974.9827,0,10974.9827,0,6984.079897,17626.48736,0,4656.053264,29266.62052,0,0,4323.478032,0,0,1330.300933,332.5752332,0
S124,139032.6231,111911.2696,266645.729,5995.246584,33973.06397,63092.8331,431372.2661,65662.22449,1141.95173,285.4879325,70515.51934,15130.86043,3711.343124,43965.14162,61950.88136,0,856.4637976,856.4637976,37969.89503,59666.97791,44250.62955,0,63378.32103,20555.13114,59381.48997,3996.831056,5138.782786,45392.58128,4567.806921,285.4879325,34544.03984,11134.02937,58525.02617,25408.426,570.9758651,46820.02094,34829.52777,1998.415528,9706.589707,1141.95173,15987.32422,1427.439663,856.4637976,9706.589706,1712.927595,35115.01571,8850.125909,0,28834.28119,2569.391393,22553.54667,6566.222448,56812.09857,22553.54667,0,13703.42077,15987.32422,40824.77435,11990.49317,285.4879325,2569.391393,14845.37249,1998.415528,21697.08287,3140.367258,33116.60017,2854.879325,6280.734516,1427.439663,21126.10701,0,9706.589706,3711.343124,0,8850.12591,0,8279.150045,31403.67258,0,11134.02937,0,0,0,570.9758651,0,0,1427.439663,1141.95173,285.4879325
S125,340689.4921,77501.74569,30682.50929,18409.50558,10227.5031,12954.83725,160912.7154,25682.39667,681.8335398,227.2778466,22045.95112,70910.68815,0,9545.669558,39091.78962,0,227.2778466,0,32500.73206,6591.057552,15909.44926,0,26364.2302,10454.78094,4318.279085,4545.556932,26364.23021,35682.62192,5454.668319,0,17045.8385,7272.891091,55228.51672,3181.889852,3181.889853,13636.6708,5000.112625,11591.17018,18864.06126,4772.834779,7727.446785,0,227.2778466,227.2778466,13409.39295,77729.02354,24546.00744,0,20682.28404,0,10227.5031,2500.056313,32500.73206,20455.0062,0,1136.389233,3636.445545,14545.78218,4545.556932,454.5556932,1136.389233,5000.112626,5000.112625,11818.44802,4545.556932,10909.33664,909.1113864,8182.002478,227.2778466,10682.05879,0,2954.612006,22273.22896,0,5000.112625,0,1136.389233,22955.06251,0,16818.56065,0,0,0,4318.279085,0,0,0,454.5556932,0
S126,444764.9079,292512.0518,168577.5606,16657.86172,62633.56006,31983.0945,318165.1588,61634.08836,1998.943406,999.4717031,33315.72344,47308.32728,0,87953.50988,49307.27069,0,333.1572344,2998.415109,8662.088094,50973.05686,143923.9252,0,66964.6041,19323.11959,33648.88067,3997.886813,3664.729578,63299.87453,10994.18873,0,32316.25173,19323.11959,40312.02536,15991.54725,4997.358516,37646.76748,39645.71089,3997.886812,22987.84917,1665.786171,17324.17618,1332.628937,0,4331.044046,1665.786172,41644.65429,32316.25174,0,28651.52215,0,67964.07581,7662.61639,55637.25814,4997.358516,0,9661.559797,15658.39001,29650.99386,2998.41511,333.1572344,14992.07555,10327.87427,15658.39001,23654.16364,6663.144688,23321.00641,4997.358515,7662.61639,666.3144687,15658.39001,0,87953.50987,45975.69834,0,30983.6228,0,0,38979.39642,0,53305.1575,0,0,0,666.3144687,0,0,1332.628937,0,0
S127,1238741.931,397802.177,369706.9991,102802.8098,137283.2553,72153.52487,490388.5585,102164.283,10854.95507,5108.21415,74707.63195,252856.6005,5108.214151,73430.57841,184534.2362,0,12770.53537,13409.06215,78538.79256,116211.872,48528.03442,0,85562.58702,65768.25718,67683.83749,22348.43691,111103.6578,99610.17593,19794.32983,638.5267688,40865.7132,19155.80306,20432.8566,71514.9981,8939.374763,54913.30211,66406.78396,65129.73042,67683.83749,21709.91014,31926.33844,638.5267688,14047.58891,11493.48184,38311.60613,63852.67688,52359.19504,0,45973.92736,638.5267688,37034.55259,12132.00861,59382.98949,41504.23997,0,29372.23136,49166.56119,58105.93596,14686.11568,5108.21415,17878.74953,31926.33844,1277.053538,39588.65966,23625.49044,21071.38337,118127.4522,33203.39198,7023.794458,24264.01721,0,18517.27629,10854.95507,0,11493.48184,2554.107075,5108.21415,54274.77534,0,10216.4283,0,0,0,14686.11568,0,0,0,0,0
S128,346702.8081,128134.3266,184106.361,9714.154727,75631.63324,36312.43553,212323.6676,44407.56447,9251.575931,5088.366762,122583.3811,30992.77937,231.2893983,22897.65042,80951.2894,1156.446991,9714.154728,3238.051576,11795.75931,53890.4298,13646.0745,0,32843.09456,28679.88539,34230.83094,2775.472779,8326.418338,31686.64756,6244.813753,1619.025788,18271.86246,9714.154728,5088.366762,16884.12607,2081.604585,21278.62464,33074.38395,5088.366762,22666.36103,231.2893983,11795.75931,231.2893983,14339.94269,13646.0745,1387.73639,17115.41548,19890.88825,0,15727.67908,2081.604585,15727.67908,2775.47278,11101.89112,4163.209169,0,10408.02292,20122.17765,18271.86246,2312.893983,4163.209169,4394.498568,17346.70487,1156.446991,15958.96848,6707.39255,6707.39255,13183.4957,3700.630372,3469.340974,9020.286533,0,4163.209169,5088.366763,0,2775.472779,2544.183381,1156.446991,19890.88825,0,2081.604584,693.8681949,0,0,17346.70487,0,0,231.2893983,0,0
S129,113419.5925,38852.24338,69740.98345,12789.86894,250488.3766,44885.20042,210188.2235,62018.79843,29923.46695,13755.14206,35473.78743,53090.022,6032.957046,80841.62441,190400.1243,4343.729073,11100.64096,1689.227973,57433.75108,15444.37004,29923.46694,0,48022.33809,25821.05616,8928.776428,5067.683919,5067.683919,15927.0066,4102.410791,6032.957046,10859.32268,16168.32488,1930.546255,6756.911891,965.2731273,7239.548455,10135.36784,241.3182818,19064.14426,482.6365637,9170.09471,1206.591409,6032.957046,12307.23237,0,8687.458146,2654.5011,0,12548.55066,7239.548455,13755.14207,965.2731273,4343.729073,27027.64756,0,2895.819382,6032.957046,15203.05176,9170.09471,2895.819382,241.3182818,3378.455946,1206.591409,14237.77863,8687.458146,482.6365637,2895.819382,6998.230173,5309.002201,4102.410791,0,8204.821583,0,0,4585.047355,1930.546255,3137.137664,21959.96365,0,1206.591409,482.6365636,0,0,0,0,0,965.2731273,965.2731273,0
S130,1004026.056,96636.61971,191141.5493,71056.33803,197536.6197,100900,775224.6479,133585.9155,98057.74648,34817.60563,296304.9296,107295.0704,11369.01408,57555.6338,318332.3944,11369.01409,27711.97183,0,37659.85915,44765.49296,19185.21127,0,93083.80282,123638.0282,34107.04225,3552.816901,19185.21127,86688.7324,15632.39437,36949.29577,31975.35211,31975.35211,11369.01408,21316.90141,1421.126761,27711.97183,27711.97183,8526.760563,122927.4648,1421.126761,44765.49296,4263.380282,24159.15493,68214.0845,710.5633803,31975.35211,28422.53521,0,26290.84508,41923.23944,31264.78873,2842.253521,7816.197183,19895.77464,0,7105.633803,14211.26761,29133.09859,4263.380282,11369.01408,2131.690141,14921.83098,2842.253521,79583.0986,24869.71831,3552.816901,16342.95775,1421.126761,10658.4507,10658.4507,0,4973.943662,2131.690141,0,3552.816902,27711.97183,1421.126761,43344.3662,0,4263.380282,4973.943662,0,0,2842.253522,0,0,710.5633803,710.5633803,0
S131,122892.991,28104.42621,116505.6213,2554.947838,88401.19518,56975.33678,350283.3485,18651.11921,88145.7004,23761.01489,65662.15942,4598.906108,15585.18181,25038.48881,26060.46794,1532.968703,8431.327864,255.4947838,33214.32189,42667.62889,12774.73919,0,31681.35318,35769.26972,16096.17138,0,87634.71082,20695.07749,1021.979135,1788.463487,21206.06706,9453.306999,1021.979135,12519.2444,766.4843513,12774.73919,16607.16094,19928.59314,17118.15051,12263.74963,25293.98359,1788.463486,5365.390459,26315.96272,6131.874811,6642.864378,1532.968703,0,9964.296567,2299.453054,22739.03576,255.4947838,1788.463487,18651.11921,0,7409.348729,9708.801783,9453.306999,8431.327864,15074.19224,3065.937406,9197.812215,255.4947838,23250.02532,7664.843513,1277.473919,1277.473919,4087.91654,3065.937405,7409.348729,0,1021.979135,5365.390459,0,4087.91654,31681.35319,0,7409.34873,0,766.4843513,255.4947838,0,0,510.9895676,0,0,0,255.4947838,0
S132,253887.987,13103.8961,427514.6103,134314.9351,600322.2403,90908.27922,595408.2792,85175.32468,713343.3441,101555.1948,100736.2013,49958.6039,290742.6948,108926.1364,105650.1623,190006.4935,487301.1364,2456.98052,89270.29221,402125.8116,64700.48701,0,81080.35715,99917.20779,266172.8896,25388.7987,34397.72728,29483.76623,5732.954545,29483.76623,26207.7922,21293.83117,2456.98052,173626.6234,2456.98052,4913.961039,220309.2532,8189.935065,93365.25974,5732.954545,26207.79221,818.9935065,152332.7922,18017.85714,13922.88961,24569.80519,6551.948051,0,14741.88312,85175.32468,37673.7013,818.9935065,3275.974026,48320.61688,0,91727.27273,102374.1883,9827.922078,14741.88312,53234.57792,48320.61688,167074.6753,818.9935065,49958.60389,23750.81169,818.9935065,12284.9026,818.9935065,77804.38312,27845.77922,0,16379.87013,818.9935065,0,54053.57142,22112.82468,0,18836.85065,0,818.9935065,4913.961039,0,0,1637.987013,0,0,2456.980519,818.9935065,0
